Policy,Category,Indicator,Unit,rank,score
C3_Cancel public events,Demographics,Population density (people per sq. km of land area),proportion,2,0.05035127896541267
C3_Cancel public events,Demographics,Secure Internet servers ,per 1 million people,3,0.04201607364093841
C3_Cancel public events,Demographics,Population living in slums (% of urban population),proportion,4,0.039940702701480806
C3_Cancel public events,Demographics,Fixed telephone subscriptions,number,5,0.03981200235487393
C3_Cancel public events,Demographics,"People using at least basic drinking water services, urban (% of urban population)",proportion,6,0.03882335757042862
C3_Cancel public events,Demographics,Urban population (% of total population),total,7,0.03696422624466743
C3_Cancel public events,Demographics,"Population, male (% of total population)",proportion,8,0.036023629530114606
C3_Cancel public events,Demographics,People using at least basic drinking water services (% of population),proportion,9,0.035593441389005234
C3_Cancel public events,Demographics,"People using safely managed drinking water services, rural (% of rural population)",proportion,10,0.035180376597305406
C3_Cancel public events,Demographics,"People with basic handwashing facilities including soap and water, rural (% of rural population)",proportion,11,0.03441957494148335
C3_Cancel public events,Demographics,"Population, female (% of total population)",proportion,12,0.034214274347598134
C3_Cancel public events,Demographics,Age dependency ratio (% of working-age population),proportion,13,0.03367305754164424
C3_Cancel public events,Demographics,"People using at least basic sanitation services, urban (% of urban population)",proportion,14,0.029571412076944317
C3_Cancel public events,Demographics,Mobile cellular (per 100 people),per 100 population,15,0.02853048613591713
C3_Cancel public events,Demographics,"People using safely managed sanitation services, rural (% of rural population)",proportion,16,0.028417443084854294
C3_Cancel public events,Demographics,Individuals using the Internet,percent of population,17,0.02759587672237955
C3_Cancel public events,Demographics,"Population, total",total,18,0.027551902569879418
C3_Cancel public events,Demographics,Fixed broadband subscriptions,number,19,0.027102099967307863
C3_Cancel public events,Demographics,"People using safely managed drinking water services, urban (% of urban population)",proportion,20,0.026275824388807625
C3_Cancel public events,Demographics,"Age dependency ratio, young (% of working-age population)",proportion,21,0.025034577184693704
C3_Cancel public events,Demographics,People using safely managed drinking water services (% of population),proportion,22,0.024459280097945076
C3_Cancel public events,Demographics,"Age dependency ratio, old (% of working-age population)",proportion,23,0.024265501570977274
C3_Cancel public events,Demographics,Refugee population by country or territory of asylum,proportion,24,0.022675464470023103
C3_Cancel public events,Demographics,Population in largest city,proportion,25,0.021396808771765502
C3_Cancel public events,Demographics,"People using at least basic sanitation services, rural (% of rural population)",proportion,26,0.0205656007553542
C3_Cancel public events,Demographics,"Net migration rate, per 1000 population",per thousand persons,27,0.019730212373096252
C3_Cancel public events,Demographics,Fixed telephone (per 100 people),per 100 population,28,0.01959027963230205
C3_Cancel public events,Demographics,Internet users (per 100 people),per 100 population,29,0.019526287498189025
C3_Cancel public events,Demographics,Mobile cellular subscriptions,number,30,0.01856377975964572
C3_Cancel public events,Demographics,People using safely managed sanitation services (% of population),percent of population,31,0.017349539576103974
C3_Cancel public events,Demographics,"People using at least basic drinking water services, rural (% of rural population)",proportion,32,0.015412242430957977
C3_Cancel public events,Demographics,People using at least basic sanitation services (% of population),proportion,33,0.014069412287458205
C3_Cancel public events,Demographics,Population density,persons per square kilometer,34,0.013444128030064586
C3_Cancel public events,Demographics,Population (% change),percent,35,0.011340316502932811
C3_Cancel public events,Demographics,"People with basic handwashing facilities including soap and water, urban (% of urban population)",proportion,36,0.005644391118664333
C3_Cancel public events,Demographics,People with basic handwashing facilities including soap and water (% of population),proportion,37,0.0022954905375193765
C3_Cancel public events,Demographics,"People using safely managed sanitation services, urban (% of urban population)",proportion,38,0.0014504749204296028
C3_Cancel public events,Demographics,Age dependency ratio,percent of total population,39,0.0
C4_Restrictions on gatherings,Demographics,Rural population (% of total population),proportion,1,0.05088347901606513
C4_Restrictions on gatherings,Demographics,Secure Internet servers ,per 1 million people,2,0.05054699156052282
C4_Restrictions on gatherings,Demographics,"Age dependency ratio, old (% of working-age population)",proportion,3,0.0503571097900675
C4_Restrictions on gatherings,Demographics,"People using at least basic drinking water services, urban (% of urban population)",proportion,4,0.04914349983278808
C4_Restrictions on gatherings,Demographics,"Population, female (% of total population)",proportion,5,0.04885048339335367
C4_Restrictions on gatherings,Demographics,Age dependency ratio (% of working-age population),proportion,6,0.04828837156246023
C4_Restrictions on gatherings,Demographics,"People with basic handwashing facilities including soap and water, urban (% of urban population)",proportion,7,0.0476070036562982
C4_Restrictions on gatherings,Demographics,Population density (people per sq. km of land area),proportion,8,0.042181259636496556
C4_Restrictions on gatherings,Demographics,Mobile cellular subscriptions,number,9,0.0386508597527931
C4_Restrictions on gatherings,Demographics,Fixed telephone subscriptions,number,10,0.037138833329764434
C4_Restrictions on gatherings,Demographics,"People using at least basic sanitation services, urban (% of urban population)",proportion,11,0.03652018048553533
C4_Restrictions on gatherings,Demographics,"People using safely managed drinking water services, rural (% of rural population)",proportion,12,0.03614277014336395
C4_Restrictions on gatherings,Demographics,Urban population (% of total population),total,13,0.03600643938604547
C4_Restrictions on gatherings,Demographics,"People using at least basic drinking water services, rural (% of rural population)",proportion,14,0.034856680075221025
C4_Restrictions on gatherings,Demographics,Population living in slums (% of urban population),proportion,15,0.03062006427961231
C4_Restrictions on gatherings,Demographics,"Population, total",total,16,0.02933627762191686
C4_Restrictions on gatherings,Demographics,Fixed telephone (per 100 people),per 100 population,17,0.027986718304484015
C4_Restrictions on gatherings,Demographics,Refugee population by country or territory of asylum,proportion,18,0.02676148932117707
C4_Restrictions on gatherings,Demographics,Population in largest city,proportion,19,0.023038472311058104
C4_Restrictions on gatherings,Demographics,People with basic handwashing facilities including soap and water (% of population),proportion,20,0.02166021527967846
C4_Restrictions on gatherings,Demographics,Individuals using the Internet,percent of population,21,0.021199447358322708
C4_Restrictions on gatherings,Demographics,Fixed broadband subscriptions,number,22,0.018344105036216533
C4_Restrictions on gatherings,Demographics,People using at least basic sanitation services (% of population),proportion,23,0.017721389636013003
C4_Restrictions on gatherings,Demographics,"Population, male (% of total population)",proportion,24,0.017584991426103983
C4_Restrictions on gatherings,Demographics,People using at least basic drinking water services (% of population),proportion,25,0.017502872395599566
C4_Restrictions on gatherings,Demographics,"Age dependency ratio, young (% of working-age population)",proportion,26,0.016047323312880165
C4_Restrictions on gatherings,Demographics,"People with basic handwashing facilities including soap and water, rural (% of rural population)",proportion,27,0.01366760499734723
C4_Restrictions on gatherings,Demographics,"Net migration rate, per 1000 population",per thousand persons,28,0.013398101139827616
C4_Restrictions on gatherings,Demographics,People using safely managed sanitation services (% of population),percent of population,29,0.013236348351349557
C4_Restrictions on gatherings,Demographics,"People using safely managed sanitation services, urban (% of urban population)",proportion,30,0.013062890538867429
C4_Restrictions on gatherings,Demographics,Age dependency ratio,percent of total population,31,0.013040905277450627
C4_Restrictions on gatherings,Demographics,Population density,persons per square kilometer,32,0.012942005873567053
C4_Restrictions on gatherings,Demographics,Population (% change),percent,33,0.01176619975488118
C4_Restrictions on gatherings,Demographics,"People using safely managed sanitation services, rural (% of rural population)",proportion,34,0.009477602848702778
C4_Restrictions on gatherings,Demographics,People using safely managed drinking water services (% of population),proportion,35,0.008667604141767425
C4_Restrictions on gatherings,Demographics,"People using at least basic sanitation services, rural (% of rural population)",proportion,36,0.00783339484430735
C4_Restrictions on gatherings,Demographics,Mobile cellular (per 100 people),per 100 population,37,0.00449902186466962
C4_Restrictions on gatherings,Demographics,Internet users (per 100 people),per 100 population,38,0.003430992463423913
C4_Restrictions on gatherings,Demographics,"People using safely managed drinking water services, urban (% of urban population)",proportion,39,0.0
C5_Close public transport,Demographics,Rural population (% of total population),proportion,1,0.05362210509880766
C5_Close public transport,Demographics,Population density (people per sq. km of land area),proportion,2,0.04270488535115038
C5_Close public transport,Demographics,Secure Internet servers ,per 1 million people,3,0.03985654572972976
C5_Close public transport,Demographics,"Age dependency ratio, old (% of working-age population)",proportion,4,0.03886572551429941
C5_Close public transport,Demographics,"People using at least basic drinking water services, urban (% of urban population)",proportion,5,0.03847330168877075
C5_Close public transport,Demographics,Urban population (% of total population),total,6,0.03837724152712851
C5_Close public transport,Demographics,"People using safely managed drinking water services, urban (% of urban population)",proportion,7,0.037299053814586425
C5_Close public transport,Demographics,Fixed broadband subscriptions,number,8,0.032986700630419384
C5_Close public transport,Demographics,"People using safely managed sanitation services, urban (% of urban population)",proportion,9,0.03171503260340755
C5_Close public transport,Demographics,"People with basic handwashing facilities including soap and water, rural (% of rural population)",proportion,10,0.03146290986893168
C5_Close public transport,Demographics,Population in largest city,proportion,11,0.03070262552983744
C5_Close public transport,Demographics,"Population, female (% of total population)",proportion,12,0.030587266672444925
C5_Close public transport,Demographics,Age dependency ratio (% of working-age population),proportion,13,0.030451348101021774
C5_Close public transport,Demographics,Population living in slums (% of urban population),proportion,14,0.03044515990598388
C5_Close public transport,Demographics,"People using safely managed drinking water services, rural (% of rural population)",proportion,15,0.02844389302983666
C5_Close public transport,Demographics,"Population, total",total,16,0.028394530321001248
C5_Close public transport,Demographics,Individuals using the Internet,percent of population,17,0.027826734271346503
C5_Close public transport,Demographics,"People using at least basic sanitation services, rural (% of rural population)",proportion,18,0.027507077461484498
C5_Close public transport,Demographics,"Age dependency ratio, young (% of working-age population)",proportion,19,0.02689051078066728
C5_Close public transport,Demographics,"People using safely managed sanitation services, rural (% of rural population)",proportion,20,0.0266480700641323
C5_Close public transport,Demographics,"Population, male (% of total population)",proportion,21,0.026491913381048716
C5_Close public transport,Demographics,People using at least basic sanitation services (% of population),proportion,22,0.024570461412565723
C5_Close public transport,Demographics,Refugee population by country or territory of asylum,proportion,23,0.02350324358426262
C5_Close public transport,Demographics,People using safely managed drinking water services (% of population),proportion,24,0.021952071695910545
C5_Close public transport,Demographics,Population density,persons per square kilometer,25,0.021437982511875314
C5_Close public transport,Demographics,"People using at least basic sanitation services, urban (% of urban population)",proportion,26,0.02113844049075069
C5_Close public transport,Demographics,Fixed telephone subscriptions,number,27,0.021053755629490696
C5_Close public transport,Demographics,People using at least basic drinking water services (% of population),proportion,28,0.01890304022631111
C5_Close public transport,Demographics,Mobile cellular subscriptions,number,29,0.0187936851559622
C5_Close public transport,Demographics,"Net migration rate, per 1000 population",per thousand persons,30,0.01847160235408882
C5_Close public transport,Demographics,People using safely managed sanitation services (% of population),percent of population,31,0.0181301914149771
C5_Close public transport,Demographics,Fixed telephone (per 100 people),per 100 population,32,0.016748490652820597
C5_Close public transport,Demographics,Internet users (per 100 people),per 100 population,33,0.01652553407469385
C5_Close public transport,Demographics,People with basic handwashing facilities including soap and water (% of population),proportion,34,0.016322729154204105
C5_Close public transport,Demographics,Population (% change),percent,35,0.014939177257125461
C5_Close public transport,Demographics,"People with basic handwashing facilities including soap and water, urban (% of urban population)",proportion,36,0.01364376723091209
C5_Close public transport,Demographics,Mobile cellular (per 100 people),per 100 population,37,0.007516413894878029
C5_Close public transport,Demographics,"People using at least basic drinking water services, rural (% of rural population)",proportion,38,0.0065967819131343254
C5_Close public transport,Demographics,Age dependency ratio,percent of total population,39,0.0
C6_Stay at home requirements,Demographics,Rural population (% of total population),proportion,1,0.04881945979358161
C6_Stay at home requirements,Demographics,Population density (people per sq. km of land area),proportion,2,0.044490957380540354
C6_Stay at home requirements,Demographics,"People using at least basic drinking water services, urban (% of urban population)",proportion,3,0.039872370962972914
C6_Stay at home requirements,Demographics,Secure Internet servers ,per 1 million people,4,0.038872805728135736
C6_Stay at home requirements,Demographics,Fixed telephone subscriptions,number,5,0.0367374665625265
C6_Stay at home requirements,Demographics,"Age dependency ratio, young (% of working-age population)",proportion,6,0.03642081951861695
C6_Stay at home requirements,Demographics,People using safely managed drinking water services (% of population),proportion,7,0.03618110785184446
C6_Stay at home requirements,Demographics,Population living in slums (% of urban population),proportion,8,0.03425380508336093
C6_Stay at home requirements,Demographics,Urban population (% of total population),total,9,0.033974266241038005
C6_Stay at home requirements,Demographics,Mobile cellular subscriptions,number,10,0.03356242441569822
C6_Stay at home requirements,Demographics,"People using safely managed drinking water services, rural (% of rural population)",proportion,11,0.032549493063772375
C6_Stay at home requirements,Demographics,Fixed broadband subscriptions,number,12,0.031904215891895175
C6_Stay at home requirements,Demographics,"People using at least basic drinking water services, rural (% of rural population)",proportion,13,0.03189898160037443
C6_Stay at home requirements,Demographics,"People using at least basic sanitation services, rural (% of rural population)",proportion,14,0.03093391422749195
C6_Stay at home requirements,Demographics,"Population, female (% of total population)",proportion,15,0.030666091442614694
C6_Stay at home requirements,Demographics,"Age dependency ratio, old (% of working-age population)",proportion,16,0.02969768180409776
C6_Stay at home requirements,Demographics,"People with basic handwashing facilities including soap and water, urban (% of urban population)",proportion,17,0.028213464353889137
C6_Stay at home requirements,Demographics,"Population, male (% of total population)",proportion,18,0.026237187102112355
C6_Stay at home requirements,Demographics,People with basic handwashing facilities including soap and water (% of population),proportion,19,0.026064179196771127
C6_Stay at home requirements,Demographics,"Population, total",total,20,0.025456646290057647
C6_Stay at home requirements,Demographics,Internet users (per 100 people),per 100 population,21,0.025203846477171013
C6_Stay at home requirements,Demographics,Age dependency ratio (% of working-age population),proportion,22,0.024907188547230456
C6_Stay at home requirements,Demographics,Refugee population by country or territory of asylum,proportion,23,0.024679548268251878
C6_Stay at home requirements,Demographics,People using at least basic sanitation services (% of population),proportion,24,0.024530063654853326
C6_Stay at home requirements,Demographics,Mobile cellular (per 100 people),per 100 population,25,0.023696326822000107
C6_Stay at home requirements,Demographics,"People using safely managed drinking water services, urban (% of urban population)",proportion,26,0.023306351625269565
C6_Stay at home requirements,Demographics,People using at least basic drinking water services (% of population),proportion,27,0.021841881480510073
C6_Stay at home requirements,Demographics,"People using at least basic sanitation services, urban (% of urban population)",proportion,28,0.020215133380374214
C6_Stay at home requirements,Demographics,"People using safely managed sanitation services, urban (% of urban population)",proportion,29,0.019725178672480904
C6_Stay at home requirements,Demographics,"People with basic handwashing facilities including soap and water, rural (% of rural population)",proportion,30,0.019287170152264166
C6_Stay at home requirements,Demographics,Population (% change),percent,31,0.01766344511893956
C6_Stay at home requirements,Demographics,Population density,persons per square kilometer,32,0.01733519288553809
C6_Stay at home requirements,Demographics,Population in largest city,proportion,33,0.01608992341913058
C6_Stay at home requirements,Demographics,"People using safely managed sanitation services, rural (% of rural population)",proportion,34,0.01397280591512448
C6_Stay at home requirements,Demographics,People using safely managed sanitation services (% of population),percent of population,35,0.008631744321280511
C6_Stay at home requirements,Demographics,"Net migration rate, per 1000 population",per thousand persons,36,0.00829700845524807
C6_Stay at home requirements,Demographics,Individuals using the Internet,percent of population,37,0.00816209227410207
C6_Stay at home requirements,Demographics,Fixed telephone (per 100 people),per 100 population,38,0.005647760018838854
C6_Stay at home requirements,Demographics,Age dependency ratio,percent of total population,39,0.0
C7_Restrictions on internal movement,Demographics,Rural population (% of total population),proportion,1,0.06318598619750782
C7_Restrictions on internal movement,Demographics,Population density (people per sq. km of land area),proportion,2,0.061128480667656665
C7_Restrictions on internal movement,Demographics,Secure Internet servers ,per 1 million people,3,0.05317338940877337
C7_Restrictions on internal movement,Demographics,"Age dependency ratio, old (% of working-age population)",proportion,4,0.04626111320657637
C7_Restrictions on internal movement,Demographics,Urban population (% of total population),total,5,0.04579114919314723
C7_Restrictions on internal movement,Demographics,"People using at least basic drinking water services, urban (% of urban population)",proportion,6,0.043690499914993394
C7_Restrictions on internal movement,Demographics,"Population, male (% of total population)",proportion,7,0.04253999823093046
C7_Restrictions on internal movement,Demographics,"People using at least basic drinking water services, rural (% of rural population)",proportion,8,0.04082581841309937
C7_Restrictions on internal movement,Demographics,Population living in slums (% of urban population),proportion,9,0.036504873061284346
C7_Restrictions on internal movement,Demographics,Population in largest city,proportion,10,0.031177590692854064
C7_Restrictions on internal movement,Demographics,Mobile cellular subscriptions,number,11,0.030317300225409242
C7_Restrictions on internal movement,Demographics,Fixed broadband subscriptions,number,12,0.029387713201616365
C7_Restrictions on internal movement,Demographics,"People using safely managed drinking water services, rural (% of rural population)",proportion,13,0.02918171148623619
C7_Restrictions on internal movement,Demographics,Fixed telephone subscriptions,number,14,0.028993517489067134
C7_Restrictions on internal movement,Demographics,"Population, female (% of total population)",proportion,15,0.027724298545013397
C7_Restrictions on internal movement,Demographics,"People using safely managed sanitation services, urban (% of urban population)",proportion,16,0.025983325718093805
C7_Restrictions on internal movement,Demographics,"Population, total",total,17,0.02566432548655114
C7_Restrictions on internal movement,Demographics,"People using safely managed drinking water services, urban (% of urban population)",proportion,18,0.025574736928738108
C7_Restrictions on internal movement,Demographics,People using at least basic sanitation services (% of population),proportion,19,0.024674679948660364
C7_Restrictions on internal movement,Demographics,Population (% change),percent,20,0.023082178670530668
C7_Restrictions on internal movement,Demographics,Age dependency ratio (% of working-age population),proportion,21,0.0221882050189227
C7_Restrictions on internal movement,Demographics,"People using at least basic sanitation services, rural (% of rural population)",proportion,22,0.021704693692215102
C7_Restrictions on internal movement,Demographics,"People with basic handwashing facilities including soap and water, urban (% of urban population)",proportion,23,0.02144960799325137
C7_Restrictions on internal movement,Demographics,"Age dependency ratio, young (% of working-age population)",proportion,24,0.020025264520359864
C7_Restrictions on internal movement,Demographics,"Net migration rate, per 1000 population",per thousand persons,25,0.019832771525981816
C7_Restrictions on internal movement,Demographics,"People with basic handwashing facilities including soap and water, rural (% of rural population)",proportion,26,0.018330392955046453
C7_Restrictions on internal movement,Demographics,People using safely managed drinking water services (% of population),proportion,27,0.015566155667438393
C7_Restrictions on internal movement,Demographics,Individuals using the Internet,percent of population,28,0.015555574448010812
C7_Restrictions on internal movement,Demographics,Population density,persons per square kilometer,29,0.015087509112923534
C7_Restrictions on internal movement,Demographics,Fixed telephone (per 100 people),per 100 population,30,0.014780122731116502
C7_Restrictions on internal movement,Demographics,People using at least basic drinking water services (% of population),proportion,31,0.013825310807941579
C7_Restrictions on internal movement,Demographics,People with basic handwashing facilities including soap and water (% of population),proportion,32,0.013451437478734438
C7_Restrictions on internal movement,Demographics,"People using at least basic sanitation services, urban (% of urban population)",proportion,33,0.012352934763076716
C7_Restrictions on internal movement,Demographics,"People using safely managed sanitation services, rural (% of rural population)",proportion,34,0.011491491392749117
C7_Restrictions on internal movement,Demographics,Mobile cellular (per 100 people),per 100 population,35,0.011192861187237594
C7_Restrictions on internal movement,Demographics,Internet users (per 100 people),per 100 population,36,0.009129904545611599
C7_Restrictions on internal movement,Demographics,Refugee population by country or territory of asylum,proportion,37,0.0050473464230100015
C7_Restrictions on internal movement,Demographics,People using safely managed sanitation services (% of population),percent of population,38,0.004125729049632999
C7_Restrictions on internal movement,Demographics,Age dependency ratio,percent of total population,39,0.0
C8_International travel controls,Demographics,Rural population (% of total population),proportion,1,0.05595160495112331
C8_International travel controls,Demographics,Secure Internet servers ,per 1 million people,2,0.051538263980289975
C8_International travel controls,Demographics,Population density (people per sq. km of land area),proportion,3,0.04968835122350927
C8_International travel controls,Demographics,"Age dependency ratio, old (% of working-age population)",proportion,4,0.04904098702162102
C8_International travel controls,Demographics,Fixed telephone subscriptions,number,5,0.04853008294628722
C8_International travel controls,Demographics,"People using at least basic drinking water services, urban (% of urban population)",proportion,6,0.04584725129733845
C8_International travel controls,Demographics,Population living in slums (% of urban population),proportion,7,0.04363934227798417
C8_International travel controls,Demographics,"Population, female (% of total population)",proportion,8,0.03479987475078337
C8_International travel controls,Demographics,"People using at least basic sanitation services, urban (% of urban population)",proportion,9,0.0331775300456977
C8_International travel controls,Demographics,Age dependency ratio (% of working-age population),proportion,10,0.03227706937032754
C8_International travel controls,Demographics,"Age dependency ratio, young (% of working-age population)",proportion,11,0.030409614598845544
C8_International travel controls,Demographics,"People using safely managed drinking water services, rural (% of rural population)",proportion,12,0.030297333719173525
C8_International travel controls,Demographics,"Population, total",total,13,0.029763082017716238
C8_International travel controls,Demographics,Refugee population by country or territory of asylum,proportion,14,0.029485861680122107
C8_International travel controls,Demographics,"Net migration rate, per 1000 population",per thousand persons,15,0.029315414383611557
C8_International travel controls,Demographics,Urban population (% of total population),total,16,0.029286939678913562
C8_International travel controls,Demographics,"People with basic handwashing facilities including soap and water, rural (% of rural population)",proportion,17,0.02899445102133535
C8_International travel controls,Demographics,Fixed broadband subscriptions,number,18,0.02883550751093367
C8_International travel controls,Demographics,Mobile cellular subscriptions,number,19,0.02690947579419096
C8_International travel controls,Demographics,Population in largest city,proportion,20,0.02563812698585474
C8_International travel controls,Demographics,People using safely managed sanitation services (% of population),percent of population,21,0.024015753485600314
C8_International travel controls,Demographics,"People using at least basic drinking water services, rural (% of rural population)",proportion,22,0.02345072688241342
C8_International travel controls,Demographics,People with basic handwashing facilities including soap and water (% of population),proportion,23,0.022289884259376155
C8_International travel controls,Demographics,"People with basic handwashing facilities including soap and water, urban (% of urban population)",proportion,24,0.02223736744252433
C8_International travel controls,Demographics,People using at least basic drinking water services (% of population),proportion,25,0.02101971861514116
C8_International travel controls,Demographics,Individuals using the Internet,percent of population,26,0.020237964146991687
C8_International travel controls,Demographics,"Population, male (% of total population)",proportion,27,0.01954871437482957
