Country,Policy,score,score_level
Belize,E3_Fiscal measures,0.040157944717479514,low
Belize,H1_Public information campaigns,0.03480138943713582,low
Belize,H4_Emergency investment in healthcare,0.024434906531353214,very low
Belize,H5_Investment in vaccines,0.023458064395595755,very low
Belize,H6_Facial Coverings,0.02238511578045069,very low
Belize,E1_Income support,0.0,very low
Benin,H7_Vaccination policy,0.07646795973396348,very high
Benin,H6_Facial Coverings,0.07386473613139546,very high
Benin,E2_Debt/contract relief,0.07286955469199738,very high
Benin,C8_International travel controls,0.06874925388433402,very high
Benin,C2_Workplace closing,0.06522731617680322,high
Benin,C7_Restrictions on internal movement,0.06295617120854458,high
Benin,H2_Testing policy,0.060747623631666296,high
Benin,E3_Fiscal measures,0.06029335977708031,high
Benin,C5_Close public transport,0.059757963259889094,medium
Benin,H3_Contact tracing,0.058572653118036236,medium
Benin,C1_School closing,0.05616332359924306,medium
Benin,C3_Cancel public events,0.05182520585926132,medium
Benin,H4_Emergency investment in healthcare,0.04325878637306409,low
Benin,E4_International support,0.0419712374657326,low
Benin,H1_Public information campaigns,0.04193862112179508,low
Benin,E1_Income support,0.041271625878033465,low
Benin,C6_Stay at home requirements,0.027907631242838116,very low
Benin,H5_Investment in vaccines,0.019945996276102117,very low
Benin,C4_Restrictions on gatherings,0.01621098057022017,very low
Benin,H8_Protection of elderly people,0.0,very low
Bhutan,H7_Vaccination policy,0.0953846192613886,very high
Bhutan,H6_Facial Coverings,0.08485966681509888,very high
Bhutan,C1_School closing,0.07364167717094446,very high
Bhutan,C6_Stay at home requirements,0.06969584044361549,very high
Bhutan,E1_Income support,0.06950137333670381,high
Bhutan,C5_Close public transport,0.06829972597898423,high
Bhutan,C4_Restrictions on gatherings,0.06347891630252371,high
Bhutan,H8_Protection of elderly people,0.06240445900565591,high
Bhutan,C2_Workplace closing,0.0573836545425569,medium
Bhutan,C3_Cancel public events,0.054459814733882395,medium
Bhutan,C7_Restrictions on internal movement,0.05127862803318195,medium
Bhutan,C8_International travel controls,0.04380334044627092,medium
Bhutan,H2_Testing policy,0.03819759444616962,low
Bhutan,E3_Fiscal measures,0.03669480668909178,low
Bhutan,E2_Debt/contract relief,0.03593299999109306,low
Bhutan,E4_International support,0.027678076010923147,low
Bhutan,H1_Public information campaigns,0.024896679661395863,very low
Bhutan,H3_Contact tracing,0.02268858574443522,very low
Bhutan,H4_Emergency investment in healthcare,0.01971954138608413,very low
Bhutan,H5_Investment in vaccines,0.0,very low
Bolivia,H6_Facial Coverings,0.12023779577541216,very high
Bolivia,H3_Contact tracing,0.09663034572143361,very high
Bolivia,H8_Protection of elderly people,0.08952670660851969,very high
Bolivia,C8_International travel controls,0.08868968481826485,very high
Bolivia,E2_Debt/contract relief,0.07313192588807692,high
Bolivia,C3_Cancel public events,0.06643143841583929,high
Bolivia,H4_Emergency investment in healthcare,0.06033958152168066,high
Bolivia,C2_Workplace closing,0.05680343421085448,high
Bolivia,C5_Close public transport,0.05639208839266286,medium
Bolivia,C6_Stay at home requirements,0.03898903207331204,medium
Bolivia,C1_School closing,0.038288472019324345,medium
Bolivia,E3_Fiscal measures,0.03669515960659381,medium
Bolivia,H2_Testing policy,0.036596854078825354,low
Bolivia,C7_Restrictions on internal movement,0.033824809209194194,low
Bolivia,H1_Public information campaigns,0.03061005791221492,low
Bolivia,C4_Restrictions on gatherings,0.02790902489084706,low
Bolivia,E4_International support,0.021611261637696322,very low
Bolivia,E1_Income support,0.020547800507529385,very low
Bolivia,H5_Investment in vaccines,0.00674452671171811,very low
Bolivia,H7_Vaccination policy,0.0,very low
Bosnia and Herzegovina,H7_Vaccination policy,0.08248264874298876,very high
Bosnia and Herzegovina,C8_International travel controls,0.079038634043213,very high
Bosnia and Herzegovina,C6_Stay at home requirements,0.07195092514827896,very high
Bosnia and Herzegovina,E2_Debt/contract relief,0.07038749196003528,very high
Bosnia and Herzegovina,C4_Restrictions on gatherings,0.0663039145908049,high
Bosnia and Herzegovina,C1_School closing,0.06581120705853628,high
Bosnia and Herzegovina,E1_Income support,0.060178656438437984,high
Bosnia and Herzegovina,H6_Facial Coverings,0.058778629491219765,high
Bosnia and Herzegovina,C2_Workplace closing,0.057901175742669536,medium
Bosnia and Herzegovina,H5_Investment in vaccines,0.05771143627976772,medium
Bosnia and Herzegovina,C7_Restrictions on internal movement,0.055624505907556354,medium
Bosnia and Herzegovina,H8_Protection of elderly people,0.053734061608222264,medium
Bosnia and Herzegovina,C5_Close public transport,0.05101540234473484,low
Bosnia and Herzegovina,H4_Emergency investment in healthcare,0.044981897097318396,low
Bosnia and Herzegovina,E3_Fiscal measures,0.038141777327434775,low
Bosnia and Herzegovina,C3_Cancel public events,0.03281592964422423,low
Bosnia and Herzegovina,H1_Public information campaigns,0.02306322777001732,very low
Bosnia and Herzegovina,H2_Testing policy,0.016108846816310193,very low
Bosnia and Herzegovina,H3_Contact tracing,0.01396963198822955,very low
Bosnia and Herzegovina,E4_International support,0.0,very low
Botswana,H7_Vaccination policy,0.10352714943626289,very high
Botswana,H2_Testing policy,0.08189364413165141,very high
Botswana,H6_Facial Coverings,0.08184425753076371,very high
Botswana,C8_International travel controls,0.07834710133673656,very high
Botswana,C4_Restrictions on gatherings,0.06990369262366425,high
Botswana,H3_Contact tracing,0.0638761684966867,high
Botswana,E1_Income support,0.056816104087076574,high
Botswana,C2_Workplace closing,0.05236462121606581,high
Botswana,C7_Restrictions on internal movement,0.05211743345319923,medium
Botswana,C6_Stay at home requirements,0.051293441390860985,medium
Botswana,C1_School closing,0.05102749172107592,medium
Botswana,C3_Cancel public events,0.046329282515540124,medium
Botswana,C5_Close public transport,0.04075771100205203,low
Botswana,E3_Fiscal measures,0.03933073126980235,low
Botswana,H4_Emergency investment in healthcare,0.03883052133100512,low
Botswana,H1_Public information campaigns,0.031986356831051395,low
Botswana,H5_Investment in vaccines,0.027436489922768037,very low
Botswana,E4_International support,0.021837897853798915,very low
Botswana,E2_Debt/contract relief,0.01047990384993797,very low
Botswana,H8_Protection of elderly people,0.0,very low
Brazil,H7_Vaccination policy,0.08626972147174607,very high
Brazil,C6_Stay at home requirements,0.08356123063314147,very high
Brazil,C8_International travel controls,0.08352589726675833,very high
Brazil,C1_School closing,0.07197488395279632,very high
Brazil,C5_Close public transport,0.0685924889508778,high
Brazil,E1_Income support,0.06299716537862306,high
Brazil,H2_Testing policy,0.06085078342326578,high
Brazil,C2_Workplace closing,0.05408427935742097,high
Brazil,C4_Restrictions on gatherings,0.05063575446381302,medium
Brazil,H3_Contact tracing,0.049843095420461225,medium
Brazil,H4_Emergency investment in healthcare,0.045655729084229324,medium
Brazil,E3_Fiscal measures,0.04344205135805101,medium
Brazil,H5_Investment in vaccines,0.04276821878222173,low
Brazil,H6_Facial Coverings,0.04155595273636244,low
Brazil,E2_Debt/contract relief,0.03971280616371902,low
Brazil,H8_Protection of elderly people,0.03826651487689666,low
Brazil,H1_Public information campaigns,0.02786546985357535,very low
Brazil,C3_Cancel public events,0.025963670105444446,very low
Brazil,E4_International support,0.022434286720595744,very low
Brazil,C7_Restrictions on internal movement,0.0,very low
Brunei,H8_Protection of elderly people,0.07929809260746133,very high
Brunei,H7_Vaccination policy,0.07479750712081468,very high
Brunei,H3_Contact tracing,0.07113803504074379,very high
Brunei,C4_Restrictions on gatherings,0.06818427559959402,very high
Brunei,C8_International travel controls,0.06305768453686607,high
Brunei,C3_Cancel public events,0.06302172568534592,high
Brunei,E2_Debt/contract relief,0.0609093985827243,high
Brunei,C2_Workplace closing,0.059225895805418566,high
Brunei,C1_School closing,0.058032690629152284,medium
Brunei,C7_Restrictions on internal movement,0.05744631439119854,medium
Brunei,H4_Emergency investment in healthcare,0.05642640037862359,medium
Brunei,E1_Income support,0.05520796370558905,medium
Brunei,E3_Fiscal measures,0.050313881404649236,low
Brunei,H2_Testing policy,0.047427134484101255,low
Brunei,E4_International support,0.04386841484196567,low
Brunei,H1_Public information campaigns,0.03579781873538629,low
Brunei,C6_Stay at home requirements,0.028778674261407202,very low
Brunei,H5_Investment in vaccines,0.017644823067121007,very low
Brunei,C5_Close public transport,0.009423269121837349,very low
Brunei,H6_Facial Coverings,0.0,very low
Bulgaria,H7_Vaccination policy,0.13077084738046496,very high
Bulgaria,C3_Cancel public events,0.10970210477545826,very high
Bulgaria,C2_Workplace closing,0.08668595617823834,very high
Bulgaria,H8_Protection of elderly people,0.0724794396699768,very high
Bulgaria,H6_Facial Coverings,0.06952658532940825,high
Bulgaria,C1_School closing,0.06521535942026334,high
Bulgaria,C8_International travel controls,0.06446097891431599,high
Bulgaria,C4_Restrictions on gatherings,0.06006848006707442,high
Bulgaria,E3_Fiscal measures,0.05809086120564744,medium
Bulgaria,E1_Income support,0.05317211095426078,medium
Bulgaria,C7_Restrictions on internal movement,0.04919827709944973,medium
Bulgaria,C6_Stay at home requirements,0.04330738024379343,medium
Bulgaria,H3_Contact tracing,0.042895573972763154,low
Bulgaria,H4_Emergency investment in healthcare,0.03335331962910734,low
Bulgaria,E2_Debt/contract relief,0.033338104456773036,low
Bulgaria,H5_Investment in vaccines,0.010618169888370043,low
Bulgaria,H2_Testing policy,0.01041739076111135,very low
Bulgaria,E4_International support,0.003406435973510949,very low
Bulgaria,H1_Public information campaigns,0.0032926240800122703,very low
Bulgaria,C5_Close public transport,0.0,very low
Burkina Faso,E2_Debt/contract relief,0.09952905284003556,very high
Burkina Faso,H2_Testing policy,0.096093127277886,very high
Burkina Faso,C4_Restrictions on gatherings,0.0902388646909082,very high
Burkina Faso,C8_International travel controls,0.0780024391398293,very high
Burkina Faso,H6_Facial Coverings,0.07158822112610112,high
Burkina Faso,C5_Close public transport,0.06991081168335785,high
Burkina Faso,H3_Contact tracing,0.06627100329294948,high
Burkina Faso,C1_School closing,0.06510805983040312,high
Burkina Faso,C7_Restrictions on internal movement,0.06317630643275629,medium
Burkina Faso,H4_Emergency investment in healthcare,0.061836443022376356,medium
Burkina Faso,E1_Income support,0.04351511578559829,medium
Burkina Faso,C2_Workplace closing,0.03870471263129929,medium
Burkina Faso,E4_International support,0.03782096137629653,low
Burkina Faso,C3_Cancel public events,0.03638305277401536,low
Burkina Faso,H5_Investment in vaccines,0.034565894490154264,low
Burkina Faso,H7_Vaccination policy,0.02012200799906872,low
Burkina Faso,E3_Fiscal measures,0.010728882231959145,very low
Burkina Faso,H1_Public information campaigns,0.008351589587373896,very low
Burkina Faso,C6_Stay at home requirements,0.00805345378763113,very low
Burkina Faso,H8_Protection of elderly people,0.0,very low
Burundi,C2_Workplace closing,0.0933197026259656,very high
Burundi,H1_Public information campaigns,0.08937190213922408,very high
Burundi,H6_Facial Coverings,0.08718086907642457,very high
Burundi,C8_International travel controls,0.08549266881644667,very high
Burundi,E2_Debt/contract relief,0.08347678613677413,high
